70BCSV 	
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
30
"CTRWL",1569.500000
"SPAN",  49.000000
"START WL",1545.000000
"STOP WL",1594.000000
"WLFREQ", 0
"REFL",-26.2
"LSCL",10.0
"RESLN",0.050
"AVG",   1
"SMPLAUTO",      1
"SMPL",       4901
"SMPLINTVL",0.0100
"NORMAL"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",0
"MEASWL",0
"SWPSPD",1
"NEBWCAL0",    0
"NEBWCAL1",    0
"NEBWCALWL",   0
"RESPARM", 9230
"FREQPARM", 9230




"[TRACE DATA]"
1545.0000,-210.000
1545.0100,-210.000
1545.0200,-210.000
1545.0300,-210.000
1545.0400,-210.000
1545.0500,-210.000
1545.0600,-210.000
1545.0700, -75.275
1545.0800,-210.000
1545.0900, -74.613
1545.1000, -70.876
1545.1100,-210.000
1545.1200, -78.728
1545.1300, -72.555
1545.1400,-210.000
1545.1500,-210.000
1545.1600, -75.060
1545.1700,-210.000
1545.1800, -75.926
1545.1900, -71.304
1545.2000, -73.836
1545.2100, -73.350
1545.2200, -77.519
1545.2300,-210.000
1545.2400, -72.726
1545.2500, -71.918
1545.2600,-210.000
1545.2700, -76.122
1545.2800, -76.661
1545.2900, -76.929
1545.3000, -70.588
1545.3100,-210.000
1545.3200, -75.081
1545.3300,-210.000
1545.3400, -75.142
1545.3500, -79.342
1545.3600, -81.314
1545.3700,-210.000
1545.3800,-210.000
1545.3900, -79.785
1545.4000,-210.000
1545.4100, -77.734
1545.4200, -74.472
1545.4300, -86.518
1545.4400,-210.000
1545.4500,-210.000
1545.4600,-210.000
1545.4700, -78.343
1545.4800,-210.000
1545.4900, -80.835
1545.5000,-210.000
1545.5100,-210.000
1545.5200,-210.000
1545.5300,-210.000
1545.5400, -74.310
1545.5500, -76.120
1545.5600, -76.489
1545.5700, -73.141
1545.5800, -71.511
1545.5900, -75.441
1545.6000, -81.067
1545.6100,-210.000
1545.6200,-210.000
1545.6300, -85.840
1545.6400, -75.736
1545.6500, -71.255
1545.6600, -72.178
1545.6700, -76.017
1545.6800, -70.983
1545.6900,-210.000
1545.7000, -78.232
1545.7100,-210.000
1545.7200, -73.008
1545.7300, -74.260
1545.7400,-210.000
1545.7500,-210.000
1545.7600,-210.000
1545.7700, -74.677
1545.7800, -75.797
1545.7900, -71.537
1545.8000, -74.259
1545.8100, -85.253
1545.8200,-210.000
1545.8300, -71.192
1545.8400,-210.000
1545.8500, -72.259
1545.8600, -77.260
1545.8700, -78.325
1545.8800,-210.000
1545.8900,-210.000
1545.9000, -71.149
1545.9100, -72.044
1545.9200, -73.312
1545.9300, -73.362
1545.9400, -79.483
1545.9500, -69.461
1545.9600, -69.430
1545.9700, -80.403
1545.9800, -74.902
1545.9900, -87.447
1546.0000, -78.812
1546.0100, -73.282
1546.0200, -73.564
1546.0300, -76.406
1546.0400, -75.109
1546.0500,-210.000
1546.0600, -78.454
1546.0700,-210.000
1546.0800, -74.787
1546.0900,-210.000
1546.1000, -75.940
1546.1100,-210.000
1546.1200,-210.000
1546.1300, -78.937
1546.1400,-210.000
1546.1500, -69.219
1546.1600,-210.000
1546.1700, -69.819
1546.1800, -72.258
1546.1900, -74.752
1546.2000, -72.386
1546.2100, -76.766
1546.2200, -84.032
1546.2300,-210.000
1546.2400, -72.584
1546.2500, -75.987
1546.2600,-210.000
1546.2700,-100.993
1546.2800,-210.000
1546.2900, -72.104
1546.3000, -79.201
1546.3100, -76.090
1546.3200, -80.276
1546.3300,-210.000
1546.3400, -69.710
1546.3500, -69.839
1546.3600, -70.370
1546.3700, -77.959
1546.3800,-210.000
1546.3900,-210.000
1546.4000, -77.717
1546.4100, -71.227
1546.4200,-210.000
1546.4300,-210.000
1546.4400, -69.985
1546.4500, -80.638
1546.4600, -75.587
1546.4700, -71.388
1546.4800, -70.354
1546.4900, -78.122
1546.5000, -74.074
1546.5100, -74.730
1546.5200, -77.346
1546.5300,-210.000
1546.5400, -75.733
1546.5500, -69.679
1546.5600, -71.388
1546.5700,-210.000
1546.5800,-210.000
1546.5900,-210.000
1546.6000, -76.924
1546.6100, -71.378
1546.6200,-210.000
1546.6300,-210.000
1546.6400,-210.000
1546.6500,-210.000
1546.6600, -71.433
1546.6700,-210.000
1546.6800, -74.703
1546.6900, -70.819
1546.7000,-210.000
1546.7100, -77.172
1546.7200,-210.000
1546.7300, -71.595
1546.7400, -71.866
1546.7500, -72.201
1546.7600,-210.000
1546.7700, -79.939
1546.7800,-210.000
1546.7900, -73.309
1546.8000, -73.785
1546.8100, -73.070
1546.8200, -78.721
1546.8300, -85.250
1546.8400, -74.306
1546.8500, -73.599
1546.8600, -75.586
1546.8700, -72.424
1546.8800, -70.233
1546.8900,-210.000
1546.9000, -77.435
1546.9100,-210.000
1546.9200, -78.338
1546.9300, -74.620
1546.9400,-210.000
1546.9500, -72.515
1546.9600, -74.332
1546.9700,-210.000
1546.9800, -72.940
1546.9900,-210.000
1547.0000,-210.000
1547.0100,-210.000
1547.0200,-210.000
